b8


760	0.00067259
761	0.00388856
762	0.00000000
763	0.00000000
764	0.00000000
765	0.00000000
766	0.00000000
767	0.00000000
768	0.00000000
769	0.00000000
770	0.00000000
771	0.00000000
772	0.00000000
773	0.00028956
774	0.00702964
775	0.01752391
776	0.03231111
777	0.05328661
778	0.08299885
779	0.12748502
780	0.19591065
781	0.30246323
782	0.43553954
783	0.57141637
784	0.69766701
785	0.80303852
786	0.89115744
787	0.95284584
788	0.98894161
789	1.00000000
790	0.98840653
791	0.96389216
792	0.94207967
793	0.93694643
794	0.94227343
795	0.95395718
796	0.96828896
797	0.97966549
798	0.98544440
799	0.98592681
800	0.98391181
801	0.97793903
802	0.97722771
803	0.97810609
804	0.98144486
805	0.98764558
806	0.98857708
807	0.98624220
808	0.98070921
809	0.97078624
810	0.95721089
811	0.93865821
812	0.91672388
813	0.89620759
814	0.87288800
815	0.85160331
816	0.82463940
817	0.80078117
818	0.78233860
819	0.76360274
820	0.74962771
821	0.73872210
822	0.73079407
823	0.72271237
824	0.72507708
825	0.72563856
826	0.72304217
827	0.72229211
828	0.71616364
829	0.71159446
830	0.70826954
831	0.70157205
832	0.69924532
833	0.70093762
834	0.70692733
835	0.71824001
836	0.73124634
837	0.74840610
838	0.76818541
839	0.78394807
840	0.79683810
841	0.80260206
842	0.80451940
843	0.80240918
844	0.79699072
845	0.78920304
846	0.77691621
847	0.76518406
848	0.75119717
849	0.73700357
850	0.72262399
851	0.70412578
852	0.68410805
853	0.66474528
854	0.64736891
855	0.63005125
856	0.61564222
857	0.60249557
858	0.58988992
859	0.57993399
860	0.57136506
861	0.56094242
862	0.55235105
863	0.54568236
864	0.53958052
865	0.53510215
866	0.53093675
867	0.53016508
868	0.52984662
869	0.53036682
870	0.53211463
871	0.53271918
872	0.53246806
873	0.53331158
874	0.53192780
875	0.53051055
876	0.52951499
877	0.52996848
878	0.53253373
879	0.53705085
880	0.54235344
881	0.54912497
882	0.55523055
883	0.56011135
884	0.55767999
885	0.54821984
886	0.53144613
887	0.50763528
888	0.47811224
889	0.45092793
890	0.42798466
891	0.41051405
892	0.40039139
893	0.40087302
894	0.40829375
895	0.42086556
896	0.43007022
897	0.42456692
898	0.39136817
899	0.33009008
900	0.25720509
901	0.18189031
902	0.11650668
903	0.07031579
904	0.04275381
905	0.02593154
906	0.01574394
907	0.00394326
