   5 , eos_01_modis_05.flt
Number of data points:
101
Wavenumber (cm-1)   Filter response
671.1409396	0.0129
666.6666667	0.033
662.2516556	0.0888
657.8947368	0.2329
653.5947712	0.4936
649.3506494	0.771
645.1612903	0.9244
641.025641	0.9614
636.9426752	0.9754
632.9113924	0.9843
628.9308176	0.9866
625	0.9833
621.1180124	0.9833
617.2839506	0.9885
613.4969325	0.9925
609.7560976	0.9941
606.0606061	0.9818
602.4096386	0.9731
598.8023952	0.9634
595.2380952	0.972
591.7159763	0.9901
588.2352941	1
584.7953216	0.9895
581.3953488	0.9766
578.0346821	0.9755
574.7126437	0.969
571.4285714	0.904
568.1818182	0.6743
564.9717514	0.3612
561.7977528	0.1329
558.6592179	0.0442
555.5555556	0.0152
