   4 , eos_01_modis_04.flt
Number of data points:
101
Wavenumber (cm-1)   Filter response
 1342.281879	0.0065
1333.333333	0.0266
1324.503311	0.1452
1315.789474	0.5798
1307.189542	0.9521
1298.701299	0.988
1290.322581	1
1282.051282	0.9983
1273.88535	0.9817
1265.822785	0.9589
1257.861635	0.94
1250	0.9295
1242.236025	0.9254
1234.567901	0.9169
1226.993865	0.8922
1219.512195	0.8635
1212.121212	0.8388
1204.819277	0.8305
1197.60479	0.8273
1190.47619	0.823
1183.431953	0.8081
1176.470588	0.8038
1169.590643	0.7987
1162.790698	0.7817
1156.069364	0.7562
1149.425287	0.7083
1142.857143	0.4477
1136.363636	0.1467
1129.943503	0.0315
1123.595506	0.0054
